gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpGRAS7	MpGRAS7		transcription factor, GRAS		Mapoly0064s0023.1; Mp8g01770.1				Public
MpGRAS8	MpGRAS8		transcription factor, GRAS		Mapoly0065s0089.1; Mp1g22880.1				Public
MpGRAS9	MpGRAS9		transcription factor, GRAS		Mapoly0194s0011.1; Mp5g21990.1				Public
MpGRF	MpGRF		transcription factor, GRF		Mapoly1350s0001.1; Mp8g16900.1				Public
MpGTG	MpGTG		G protein–coupled receptor-type G proteins that function as abscisic acid receptor		Mapoly0094s0006.1; Mp2g17380.1				Public
MpHA1	Plasma membrane H+-ATPase 1		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0019s0140.1; Mp1g13700.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA2	Plasma membrane H+-ATPase 2		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0089s0056.1; Mp3g21600.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA3	Plasma membrane H+-ATPase 3		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0080s0002.1; Mp4g02970.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA4	Plasma membrane H+-ATPase 4		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0050s0045.1; Mp3g12410.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA5	Plasma membrane H+-ATPase 5		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0050s0042.1; Mp3g12380.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA6	Plasma membrane H+-ATPase 6		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0011s0217.1; Mp4g12350.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA7	Plasma membrane H+-ATPase 7		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0100s0016.1; Mp3g25030.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA8	Plasma membrane H+-ATPase 8		Plasma membrane H+-ATPase	Genome paper MpHA1: Mapoly0019s0140.1 MpHA2: Mapoly0089s0056.1 MpHA3: Mapoly0080s0002.1 MpHA4: Mapoly0050s0045.1 MpHA5: Mapoly0050s0042.1 MpHA6: Mapoly0011s0217.1 MpHA7: Mapoly0100s0016.1 MpHA8: Mapoly0125s0027.1	Mapoly0125s0027.1; Mp4g06820.1	Okumura et al., Plant Physiol. 159, 826-834 (2012)	PMID: 22496511	doi:10.1104/pp.112.195537	Published
MpHA9	Plasma membrane H+-ATPase 9		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0158s0038.1; Mp2g09680.1				Public
MpHA10	Plasma membrane H+-ATPase 10		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0247.1				Public
MpHA11	Plasma membrane H+-ATPase 11		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0246.1; Mp3g07700.1				Public
MpHA12	Plasma membrane H+-ATPase 12		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0248.1; Mp3g07710.1				Public
MpHA13	Plasma membrane H+-ATPase 13		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0006s0245.1; Mp3g07690.1				Public
MpHA14	Plasma membrane H+-ATPase 14		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0043.1; Mp3g12390.1				Public
MpHA15	Plasma membrane H+-ATPase 15		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0047.1; Mp3g12440.1				Public
MpHA16	Plasma membrane H+-ATPase 16		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0004s0165.1; Mp3g15070.1				Public
MpHA17	Plasma membrane H+-ATPase 17		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0049s0123.1; Mp3g19090.1				Public
MpHA18	Plasma membrane H+-ATPase 18		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0050s0044.1; Mp3g12400.1				Public
MpHA19	Plasma membrane H+-ATPase 19		Plasma membrane H+-ATPase	Genome paper MpHA9: Mapoly0158s0038.1 MpHA10: Mapoly0006s0247.1 MpHA11: Mapoly0006s0246.1 MpHA12: Mapoly0006s0248.1 MpHA13: Mapoly0006s0245.1 MpHA14: Mapoly0050s0043.1 MpHA15: Mapoly0050s0047.1 MpHA16: Mapoly0004s0165.1 MpHA17: Mapoly0049s0123.1 MpHA18: Mapoly0050s0044.1 MpHA19: Mapoly0031s0155.1	Mapoly0031s0155.1; Mp2g05000.1				Public
MpHAE	HAESA		Leucine-rich receptor-like protein kinase family protein	Genome paper Mapoly0075s0046 MpHAE	Mapoly0075s0046; Mp2g02850				Public
MpHD1	MpHD1, MpDDT1		transcription factor, HD		Mapoly0005s0159.1; Mp1g04480.1				Public
MpHD10	MpHD10, MpLD		transcription factor, HD		Mapoly0032s0010.1; Mp5g13160.1				Public
MpHD11	MpHD11, MpNDX		transcription factor, HD		Mapoly0033s0004.1; Mp1g16560.1				Public
MpHD12	MpHD12, MpC3HDZ		transcription factor, HD		Mapoly0061s0107.1; Mp1g24140.1				Public
MpHD13	MpHD13, MpPLINC		transcription factor, HD		Mapoly0063s0098.1; Mp8g08190.1				Public
MpHD14	MpHD14, MpC2HDZ		transcription factor, HD		Mapoly0069s0069.1; Mp2g24200.1				Public
MpHD15	MpHD15, MpPHD		transcription factor, HD		Mapoly0080s0093.1; Mp4g02060.1				Public
MpHD16	MpHD16		transcription factor, HD		Mapoly0093s0028.1; Mp5g11060.1				Public
MpHD17	MpHD17, MpBELLa		transcription factor, HD		Mapoly0132s0008.1; Mp4g09650.1				Public
MpHD18	MpHD18, MpC4HDZ		transcription factor, HD		Mapoly0156s0012.1; Mp7g09710.1				Public
MpHD19	MpHD19, MpKNOX1a		transcription factor, HD		Mapoly0174s0007.1; Mp4g12450.1				Public
MpHD2	MpHD2, MpSAWADEE		transcription factor, HD		Mapoly0006s0154.1; Mp3g06860.1				Public
MpHD20	MpHD20, MpKNOX1		transcription factor, HD		Mapoly0175s0020.1; Mp5g01600.1				Public
MpHD21	MpHD21, MpKNOX2		transcription factor, HD		Mapoly0194s0001.1; Mp7g05320.1				Public
MpHD22	MpHD22, MpBELLb		transcription factor, HD		Mapoly0213s0014.1; Mp8g18310.1				Public
MpHD3	MpHD3, C1HDZ		transcription factor, HD		Mapoly0007s0221.1; Mp3g02320.1				Public
MpHD4	MpHD4		transcription factor, HD		Mapoly0012s0090.1; Mp8g02970.1				Public
MpHD5	MpHD5		transcription factor, HD		Mapoly0013s0027.1; Mp8g07680.1				Public
MpHD6	MpHD6, MpWOX		transcription factor, HD		Mapoly0014s0060.1; Mp1g11660.1				Public
MpHD7	MpHD7, MpKNOX1b		transcription factor, HD		Mapoly0023s0081.1; Mp2g11140.1				Public
MpHD8	MpHD8, MpDDT2		transcription factor, HD		Mapoly0029s0015.1; Mp1g02320.1				Public
MpHD9	MpHD9, MpPINTOX		transcription factor, HD		Mapoly0029s0145.1; Mp1g01010.1				Public
MpHMGBOX1	MpHMGbox1		transcription factor, HMG-box		Mapoly0013s0048.1; Mp8g07450.1				Public
MpHMGBOX2	MpHMGbox2		transcription factor, HMG-box		Mapoly0026s0138.1; Mp2g12330.1				Public
MpHMGBOX3	MpHMGbox3		transcription factor, HMG-box		Mapoly0030s0009.1; Mp8g16760.1				Public
MpHMGBOX4	MpHMGbox4		transcription factor, HMG-box		Mapoly0031s0059.1; Mp2g04030.1				Public
MpHMGBOX5	MpHMGbox5		transcription factor, HMG-box		Mapoly0051s0025.1; Mp7g16870.1				Public
MpHSF1	MpHSF1		transcription factor, HSF		Mapoly0011s0205.1; Mp4g12230.1				Public
MpHSF2	MpHSF2		transcription factor, HSF	X-linked	Mapoly0018s0001.1				Public
MpHSF3	MpHSF3		transcription factor, HSF	Y-linked	MapolyY_B0005.1; MpVg00470.1				Public
MpHY5	LONG HYPOCOTYL 5		A bZIP transcription factor						Public
MpIAA	AUXIN_INDOLE-3-ACETIC ACID		co-repressor, sharing similarity to Arabidopsis AUX/IAAs.	Expression of a dominant allele of MpIAA with mutations in its putative degron sequence conferred an auxin resistant phenotype and repressed auxin-responses.	Mapoly0034s0017; Mp6g05000	Kato et al. PLoS Genet. 11, e1005084 (2015).; Flores-Sandval et al, PLoS Genet. 11, e1005207 (2015).	26020919; 26020649	10.1371/journal.pgen.1005084; 10.1371/journal.pgen.1005207	Published
MpIDA1	INFLORESCENCE DEFICIENT IN ABSCISSION1		Putative membrane lipoprotein	Genome paper Mapoly0251s0002.1	Mapoly0251s0002.1; Mp7g02930.1				Public
MpIDA2	INFLORESCENCE DEFICIENT IN ABSCISSION2		Putative membrane lipoprotein	Genome paper Mapoly0003s0117.1	Mapoly0003s0117.1; Mp7g11030.1				Public
MpIDA3	INFLORESCENCE DEFICIENT IN ABSCISSION3		Putative membrane lipoprotein	Genome paper Mapoly0085s0063.1	Mapoly0085s0063.1; Mp2g09090.1				Public
MpIDA4	INFLORESCENCE DEFICIENT IN ABSCISSION 4		secretory peptide IDA4	Genome paper Mapoly0003s0111.1	Mapoly0003s0111.1; Mp7g10970.1				Public
MpIDDL1	MpIDDL1		transcription factor, IDD-related		Mapoly0013s0172.1; Mp8g06180.1				Public
MpIDDL2	MpIDDL2		transcription factor, IDD-related		Mapoly0033s0095.1; Mp1g15660.1				Public
MpIDDL3	MpIDDL3		transcription factor, IDD-related		Mapoly0058s0031.1; Mp5g20530.1				Public
MpIDDL4	MpIDDL4		transcription factor, IDD-related		Mapoly0076s0039.1; Mp7g07550.1				Public
MpIDDL5	MpIDDL5		transcription factor, IDD-related		Mapoly0083s0069.1; Mp8g12510.1				Public
MpIDDL6	MpIDDL6		transcription factor, IDD-related		Mapoly0096s0050.1; Mp1g09500.1				Public
MpIRE	incomplete root hair elongation		AGC kinase IRE						Public
MpJAZ	Jasmonate-ZIM domain protein		Repressor of Jasmonate signalling	Homologue of Arabidopsis JAZ proteins containing a ZIM/TIFY and Jas domains	Mapoly0097s0021; Mp6g06230				Public
MpKAC	KINESIN-LIKE PROTEIN FOR ACTIN-BASED CHLOROPLAST MOVEMENT		Kinesin-like protein for chloroplast movement						Public
MpKAOL1	ENT-KAURENOIC ACID OXYDASE-LIKE 1		putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0020s0131	Mapoly0020s0131; Mp4g23680				Public
MpKAOL2	ENT-KAURENOIC ACID OXIDASE-LIKE 2		putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0002s0331	Mapoly0002s0331; Mp1g25410				Public
MpKAOL3	ENT-KAURENOIC ACID OXIDASE-LIKE 3		putative ent-kaurenoic acid oxidase, CYP88 family member	genome paper: Mapoly0023s0011	Mapoly0023s0011; Mp2g10420				Public
MpKNOX1	CLASS I KNOTTED1-LIKE HOMEOBOX GENE		Homeodomain protein	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0175s0020; Mp5g01600				Public
MpKNOX1a	CLASS I KNOTTED1-LIKE HOMEOBOX GENE		Homeodomain protein  (lacks homeodomain)	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0174s0007; Mp4g12450				Public
MpKNOX1b	CLASS I KNOTTED1-LIKE HOMEOBOX GENE		Homeodomain protein  (lacks homeodomain)	Genome paper KNOX1: Mapoly0175s0020 KNOX1a: Mapoly0174s0007 (lacks homeodomain) KNOX1b: Mapoly0023s0081 (lacks homeodomain)	Mapoly0023s0081; Mp2g11140				Public
MpKNOX2	CLASS II KNOTTED1-LIKE HOMEOBOX GENE		Homeodomain protein	Genome paper Mapoly0194s0001	Mapoly0194s0001; Mp7g05320				Public
MpKOL1	ENT-KAURENE OXIDASE-LIKE 1		putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0140s0010	Mapoly0140s0010; Mp3g18320				Public
MpKOL2	ENT-KAURENE OXIDASE-LIKE 2		putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0130s0003	Mapoly0130s0003; Mp2g01950				Public
MpKOL3	ENT-KAURENE OXIDASE-LIKE2		putative ent-kaurene oxidase, CYP701 family member	genome paper: Mapoly0130s0002	Mapoly0130s0002; Mp2g01940				Public
MpLD	LUMINIDEPENDENS		Homeodomain protein	Genome paper Mapoly0032s0010	Mapoly0032s0010; Mp5g13160				Public
MpLFY	LEAFY		transcription factor, ortholog of Arabidopsis thaliana LFY						Public
MpLIM1	MpLIM1		transcription factor, LIM-domain		Mapoly0005s0280.1; Mp1g03270.1				Public
MpLIM2	MpLIM2		transcription factor, LIM-domain		Mapoly0030s0035.1; Mp8g17020.1				Public
MpLIM3	MpLIM3		transcription factor, LIM-domain		Mapoly0080s0053.1; Mp4g02460.1				Public
MpLOVA	LOV PROTEIN ON AUTOSOMAL CHROMOSOME		putative blue-light receptor						Public
MpLOVX	LOV PROTEIN ON CHROMOSOME X		putative blue-light receptor			Yamato et al., Proc. Natl. Acad. Sci. USA 104, 6472-6477 (2007).	PMID: 17395720	doi:10.1073/pnas.0609054104	Published
MpLOVY	LOV PROTEIN ON CHROMOSOME Y		putative blue-light receptor			Yamato et al., Proc. Natl. Acad. Sci. USA 104, 6472-6477 (2007).	PMID: 17395720	doi:10.1073/pnas.0609054104	Published
MpLOX1	Lipoxygenase 1		Lipoxygenase	Mapoly0028s0085.1	Mapoly0028s0085.1; Mp2g00660.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX10	Lipoxygenase 10		Lipoxygenase	Mapoly0063s0014.1	Mapoly0063s0014.1; Mp8g09050.1				Public
MpLOX11	Lipoxygenase 11		Lipoxygenase	Mapoly0063s0050.1	Mapoly0063s0050.1; Mp8g08690.1				Public
MpLOX12	Lipoxygenase 12		Lipoxygenase	Mapoly0064s0034.1	Mapoly0064s0034.1; Mp8g01650.1				Public
MpLOX13	Lipoxygenase 13		Lipoxygenase	Mapoly0079s0056.1	Mapoly0079s0056.1; Mp8g15570.1				Public
MpLOX14	Lipoxygenase 14		Lipoxygenase	Mapoly0083s0028.1	Mapoly0083s0028.1; Mp8g12930.1				Public
MpLOX15	Lipoxygenase 15		Lipoxygenase	Mapoly0191s0015.1	Mapoly0191s0015.1; Mp2g23370.1				Public
MpLOX16	Lipoxygenase 16		Lipoxygenase	Mapoly0420s0001.1	Mapoly0420s0001.1; Mp2g16000.1				Public
MpLOX2	Lipoxygenase 2		Lipoxygenase	Mapoly0191s0014.1	Mapoly0191s0014.1; Mp2g23380.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX3	Lipoxygenase 3		Lipoxygenase	Mapoly0006s0130.1	Mapoly0006s0130.1; Mp3g06610.1	Kanamoto et al., Phytochemistry. 77, 70-78 (2012).	PMID: 22425284	doi:10.1016/j.phytochem.2012.02.009	Published
MpLOX4	Lipoxygenase 4		Lipoxygenase	Mapoly0106s0031.1	Mapoly0106s0031.1; Mp5g21680.1				Public
MpLOX5	Lipoxygenase 5		Lipoxygenase	Mapoly0001s0529.1	Mapoly0001s0529.1; Mp1g21930.1				Public
MpLOX6	Lipoxygenase 6		Lipoxygenase	Mapoly0023s0182.1	Mapoly0023s0182.1; Mp2g12180.1				Public
MpLOX7	Lipoxygenase 7		Lipoxygenase	Mapoly0026s0145.1	Mapoly0026s0145.1; Mp2g12250.1				Public
MpLOX8	Lipoxygenase 8 (Pseudogene)		Lipoxygenase	Mapoly0026s0148.1	Mapoly0026s0148.1; Mp2g12220.1				Public
MpLOX9	Lipoxygenase 9		Lipoxygenase	Mapoly0055s0019.1	Mapoly0055s0019.1; Mp2g20300.1				Public
MpMADS1	MIKC-type MADS-box gene1		MIKC-type MADS-box protein1	Genome paper MADS1: Mapoly0174s0011.1	Mapoly0174s0011.1; Mp4g12490.1	in prep.			Public
MpMADS2	MIKC-type MADS-box gene2		MIKC-type MADS-box protein2	Genome paper MADS2: Mapoly0011s0161.1	Mapoly0011s0161.1; Mp4g11760.1	in prep.			Public
MpMCA1	MECHANOSENSITIVE CHANNEL IN ARABIDOPSIS-LIKE		calcium-permeable mechanosensitive channel			Under preparation			Public
MpMEMB1	Membrin 1		Ortholog of Arabidopsis MEMB1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpMEMB1 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0001s0234; Mp1g18960	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpMOR1	MICROTUBULE ORGANIZATION 1		Member of the MAP215 family of microtubule-associated proteins						Public
MpMS1	MALE STERILE1		PHD-finger transcription factor, ortholog of Arabidopsis thaliana MS1			Higo et al., Plant Cell Physiol. 57, 325-338 (2016). PMID: 26858289	PMID: 26858289		Published
MpMTPSL	terpene synthase		Microbial terpene synthase-like						Public
MpMYCX1	MYCX		MYC transcription factor	AtMYC2 orthologue in Chromosome X	Mapoly0018s0018				Public
MpMYCX2	MYCX		MYC transcription factor	AtMYC2 orthologue in Chromosome X	Mapoly0018s0019				Public
MpMYCY	MYCY		MYC transcription factor	AtMYC2 orthologue in chromosome Y	MapolyY_B0018; MpVg00340				Public
MpMYOVIII	MYOSIN VIII		myosin class VIII						Public
MpMYOXI	MYOSIN XI		myosin class XI						Public
MpNAC1	MpNAC1		transcription factor, NAC		Mapoly0015s0058.1; Mp2g07720.1				Public
MpNAC2	MpNAC2		transcription factor, NAC		Mapoly0035s0046.1				Public
MpNAC3	MpNAC3		transcription factor, NAC		Mapoly0011s0176.1; Mp4g11910.1				Public
MpNAC4	MpNAC4		transcription factor, NAC		Mapoly0020s0051.1; Mp4g22890.1				Public
MpNAC5	MpNAC5		transcription factor, NAC		Mapoly0091s0063.1; Mp6g20920.1				Public
MpNAC6	MpNAC6		transcription factor, NAC		Mapoly0175s0015.1; Mp5g01530.1				Public
MpNAC7	MpNAC7		transcription factor, NAC		Mapoly0035s0049.1; Mp6g02620.1				Public
MpNAC8	MpNAC8		transcription factor, NAC		Mapoly0035s0054.1; Mp6g02670.1				Public
MpNAC9	MpNAC9		transcription factor, NAC		Mapoly0086s0046.1; Mp5g08410.1				Public
MpNCED	MpNCED		9-cis-epoxycarotenoid dioxigenase		Mapoly0015s0066.1; Mp2g07800.1				Public
MpNCH1	NRL PROTEIN FOR CHLOROPLAST MOVEMENT 1		NPH3/RPT2-like (NRL) protein for chloroplast accumulation response			In preparation			Public
MpNDR1	nuclear Dbf2-related kinase 1		AGC kinase NDR1						Public
MpNDR2	nuclear Dbf2-related kinase 2		AGC kinase NDR2						Public
MpNDX	NODULIN HOMEOBOX		Homeodomain protein	Genome paper Mapoly0033s0004	Mapoly0033s0004; Mp1g16560				Public
MpNFX1-1	MpNFX1-1		transcription factor, NF-X1		Mapoly0036s0109.1; Mp1g08660.1				Public
MpNFX1-2	MpNFX1-2		transcription factor, NF-X1		Mapoly0154s0047.1; Mp8g16170.1				Public
MpNIN/NLP	NIN-like protein		RWP-RK domain containing protein of the NIN-like protein clade	Mapoly0083s0040	Mapoly0083s0040; Mp8g12800	Koi et al. Cur. Biol. 26, 1775-1781 (2016); Rövekamp et al., Curr. Biol. 26, 1782-1789 (2016)			Published
MpNINJA	Novel Interactor of JAZ		NINJA	Orthologue of AtNINJA	Mapoly0005s0166; Mp1g04410				Public
MpNOP1	NOPPERABO1		Plant U-box E3 Ubiquitin Ligase NOP1	NOP1 has an essential role in schizogenous intercellular space formation in Marchantia polymorpha.NOP1 encodes a Plant U-box (PUB) E3 ubiquitin ligase carrying tandem ARMADILLO (ARM) repeats in the C terminus. An in vitro ubiquitination assay indicated that the NOP1 protein possesses E3 ubiquitin ligase activity in a U-box-dependent manner. Confocal microscopy and biochemical analysis showed that NOP1 was localized to the plasma membrane.	Mapoly0008s0036; Mp8g11800	Ishizaki and Mizutani et al, Plant Cell 25, 4075-4084 (2013). 	24170128	10.1105/tpc.113.117051	Published
MpNPC	NRL PROTEIN of CRYPTOGAM		NPH3/RPT2-like (NRL) protein						Public
MpNPE	NRL PROTEIN OF EMBRYOPHYTE		NPH3/RPT2-like (NRL) protein			In preparation			Public
MpNPH3	NON-PHOTOTROPIC HYPOCOTYL 3		NPH3/RPT2-like (NRL) protein						Public
MpNPS	NRL PROTEIN IN SPOROPHYTE		NPH3/RPT2-like (NRL) protein						Public
MpNPSN1	Novel plant SNARE 1		Ortholog of Arabidopsis NPSN1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpNPSN1 driven by the cauliflower mosaic virus 35S promoter is localized to the plasma membrane.	Mapoly0031s0037; Mp2g03810	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpNPT	NRL PROTEIN FOR THALLUS DEVELOPMENT		NPH3/RPT2-like (NRL) protein	Formerly "NCH2"					Public
